city,state,total_purchases,total_revenue,avg_check
Cairo,MS,8,2586.0,323.2500000000000000
Racine,DC,8,2585.0,323.1250000000000000
Madison,ND,12,3877.0,323.0833333333333333
Holyoke,YT,12,3876.0,323.0000000000000000
Mount Vernon,SD,7,2261.0,323.0000000000000000
Parker,NY,12,3876.0,323.0000000000000000
Laconia,AB,9,2906.0,322.8888888888888889
Appleton,MO,7,2260.0,322.8571428571428571
Half Moon Bay,NU,10,3228.0,322.8000000000000000
Cedar Falls,NC,8,2582.0,322.7500000000000000
Ephraim,OR,19,6132.0,322.7368421052631579
Pass Christian,NT,16,5162.0,322.6250000000000000
Glendale,NS,7,2258.0,322.5714285714285714
Newcastle,UT,8,2580.0,322.5000000000000000
La Canada Flintridge,ON,8,2579.0,322.3750000000000000
Littleton,PA,7,2256.0,322.2857142857142857
Raleigh,MB,15,4834.0,322.2666666666666667
Hopkinsville,MT,23,7411.0,322.2173913043478261
Longview,SK,14,4510.0,322.1428571428571429
La Mirada,OR,7,2254.0,322.0000000000000000
Wilson,PE,8,2575.0,321.8750000000000000
Easton,BC,7,2253.0,321.8571428571428571
Seaford,NT,7,2252.0,321.7142857142857143
Eatontown,NB,7,2251.0,321.5714285714285714
Niagara Falls,OR,11,3537.0,321.5454545454545455
Attleboro,MB,14,4501.0,321.5000000000000000
Redlands,AL,6,1929.0,321.5000000000000000
Claremont,SK,12,3857.0,321.4166666666666667
Durant,NM,8,2571.0,321.3750000000000000
Danbury,SK,18,5784.0,321.3333333333333333
Fort Collins,BC,14,4496.0,321.1428571428571429
Bay St. Louis,AL,19,6101.0,321.1052631578947368
Manitowoc,WV,7,2247.0,321.0000000000000000
Newburyport,PE,9,2889.0,321.0000000000000000
Gallup,BC,6,1926.0,321.0000000000000000
Quincy,MD,8,2568.0,321.0000000000000000
Davis,CT,10,3209.0,320.9000000000000000
Worcester,QC,12,3849.0,320.7500000000000000
New Albany,PA,7,2245.0,320.7142857142857143
Edina,MN,11,3526.0,320.5454545454545455
Truth or Consequences,VA,8,2564.0,320.5000000000000000
Greensboro,CA,6,1923.0,320.5000000000000000
Lufkin,NL,16,5127.0,320.4375000000000000
Santa Rosa,PE,14,4482.0,320.1428571428571429
Des Moines,CA,18,5761.0,320.0555555555555556
Apple Valley,BC,10,3200.0,320.0000000000000000
Baldwin Park,SK,8,2560.0,320.0000000000000000
South Burlington,VT,11,3519.0,319.9090909090909091
Greenville,MS,6,1919.0,319.8333333333333333
Geneva,VA,8,2558.0,319.7500000000000000
Cody,QC,8,2557.0,319.6250000000000000
Kennewick,VA,9,2876.0,319.5555555555555556
Whittier,MA,18,5751.0,319.5000000000000000
Clearwater,NL,8,2556.0,319.5000000000000000
Milford,PA,7,2236.0,319.4285714285714286
Calumet City,ND,12,3833.0,319.4166666666666667
El Segundo,NS,6,1915.0,319.1666666666666667
Barrow,PE,12,3829.0,319.0833333333333333
Oneonta,QC,12,3829.0,319.0833333333333333
San Bernardino,QC,15,4786.0,319.0666666666666667
Egg Harbor,AK,7,2233.0,319.0000000000000000
Carson City,NB,13,4146.0,318.9230769230769231
Huntington Beach,YT,11,3508.0,318.9090909090909091
Cape May,NT,19,6059.0,318.8947368421052632
Peru,YT,13,4145.0,318.8461538461538462
Evansville,WA,7,2231.0,318.7142857142857143
Sturgis,ME,9,2868.0,318.6666666666666667
Gatlinburg,AK,17,5417.0,318.6470588235294118
San Dimas,CT,7,2230.0,318.5714285714285714
Manitowoc,NJ,7,2230.0,318.5714285714285714
Hazleton,RI,9,2866.0,318.4444444444444444
San Juan,AL,18,5731.0,318.3888888888888889
Saint Paul,NS,18,5729.0,318.2777777777777778
Wilkes-Barre,AB,10,3182.0,318.2000000000000000
Sugar Land,ID,6,1909.0,318.1666666666666667
Cortland,NJ,7,2227.0,318.1428571428571429
Dubuque,NU,7,2227.0,318.1428571428571429
Downey,NS,18,5725.0,318.0555555555555556
Bessemer,MD,6,1908.0,318.0000000000000000
Midwest City,MN,9,2862.0,318.0000000000000000
Abilene,BC,6,1908.0,318.0000000000000000
Long Beach,ON,6,1907.0,317.8333333333333333
Caguas,AL,8,2542.0,317.7500000000000000
Gold Beach,YT,21,6672.0,317.7142857142857143
Walla Walla,BC,6,1906.0,317.6666666666666667
La Crosse,NU,22,6987.0,317.5909090909090909
Lakewood,MA,18,5715.0,317.5000000000000000
Taunton,NV,8,2540.0,317.5000000000000000
Lahaina,QC,6,1905.0,317.5000000000000000
Port Arthur,KS,7,2222.0,317.4285714285714286
Laguna Beach,CO,11,3491.0,317.3636363636363636
Klamath Falls,MN,7,2221.0,317.2857142857142857
Waterbury,MB,7,2221.0,317.2857142857142857
Diamond Bar,WI,11,3490.0,317.2727272727272727
Shamokin,NU,15,4758.0,317.2000000000000000
Providence,GA,22,6973.0,316.9545454545454545
Yakima,MO,8,2535.0,316.8750000000000000
Falls Church,IL,14,4436.0,316.8571428571428571
Atwater,PE,10,3168.0,316.8000000000000000
Sheridan,ON,7,2217.0,316.7142857142857143
Carrollton,GA,21,6651.0,316.7142857142857143
Hagerstown,HI,13,4117.0,316.6923076923076923
Woodward,PE,9,2850.0,316.6666666666666667
New London,BC,15,4749.0,316.6000000000000000
Rockford,QC,12,3799.0,316.5833333333333333
Corry,MB,16,5065.0,316.5625000000000000
Eufaula,MB,7,2215.0,316.4285714285714286
Santa Fe Springs,MB,12,3797.0,316.4166666666666667
Frankfort,ID,6,1898.0,316.3333333333333333
Wilkes-Barre,QC,12,3795.0,316.2500000000000000
Rehoboth Beach,MS,7,2213.0,316.1428571428571429
Kearns,NM,11,3477.0,316.0909090909090909
Laurel,CO,7,2212.0,316.0000000000000000
Manchester,ID,8,2528.0,316.0000000000000000
Stockton,SK,6,1896.0,316.0000000000000000
Lynn,PE,15,4740.0,316.0000000000000000
Methuen,WI,12,3792.0,316.0000000000000000
Moraga,NH,18,5687.0,315.9444444444444444
Passaic,QC,15,4737.0,315.8000000000000000
Kemmerer,ON,8,2526.0,315.7500000000000000
Tallahassee,IA,8,2526.0,315.7500000000000000
Mesquite,VA,6,1894.0,315.6666666666666667
Geneva,WI,14,4419.0,315.6428571428571429
Dodge City,NU,22,6943.0,315.5909090909090909
Cody,AB,7,2209.0,315.5714285714285714
Vail,ON,11,3470.0,315.4545454545454545
West Haven,CT,7,2208.0,315.4285714285714286
Fullerton,MO,6,1892.0,315.3333333333333333
Bell Gardens,NT,9,2838.0,315.3333333333333333
Jordan Valley,MA,10,3153.0,315.3000000000000000
West Hartford,KY,12,3781.0,315.0833333333333333
Westminster,ND,13,4095.0,315.0000000000000000
Fairbanks,AB,6,1890.0,315.0000000000000000
San Dimas,QC,13,4095.0,315.0000000000000000
Macomb,WI,8,2518.0,314.7500000000000000
Los Angeles,NS,6,1888.0,314.6666666666666667
Salem,PE,14,4405.0,314.6428571428571429
Bakersfield,VT,7,2202.0,314.5714285714285714
Minot,MO,11,3460.0,314.5454545454545455
Zanesville,NL,17,5347.0,314.5294117647058824
Union City,MO,17,5345.0,314.4117647058823529
Hoboken,PE,6,1886.0,314.3333333333333333
Lake Charles,MB,6,1886.0,314.3333333333333333
Beverly,WA,13,4086.0,314.3076923076923077
Murray,UT,13,4086.0,314.3076923076923077
Pomona,NL,32,10057.0,314.2812500000000000
Clemson,NS,8,2514.0,314.2500000000000000
Mayagez,YT,7,2199.0,314.1428571428571429
Georgetown,ON,16,5023.0,313.9375000000000000
Gainesville,BC,10,3139.0,313.9000000000000000
Staunton,SK,8,2511.0,313.8750000000000000
Urbana,SC,7,2197.0,313.8571428571428571
Thibodaux,MI,12,3766.0,313.8333333333333333
Bristol,IA,10,3137.0,313.7000000000000000
Tustin,NL,8,2509.0,313.6250000000000000
Waycross,PE,7,2195.0,313.5714285714285714
Grand Rapids,MB,10,3134.0,313.4000000000000000
Los Alamitos,NB,11,3447.0,313.3636363636363636
Agawam,NV,9,2820.0,313.3333333333333333
Jackson,MB,22,6893.0,313.3181818181818182
Cairo,IN,13,4073.0,313.3076923076923077
International Falls,QC,19,5949.0,313.1052631578947368
Dothan,ID,12,3757.0,313.0833333333333333
Irvine,YT,6,1878.0,313.0000000000000000
Greensboro,MN,7,2191.0,313.0000000000000000
San Clemente,NT,8,2502.0,312.7500000000000000
Morrison,AL,18,5629.0,312.7222222222222222
Diamond Bar,IN,7,2189.0,312.7142857142857143
Durant,NE,6,1876.0,312.6666666666666667
Auburn,ON,22,6878.0,312.6363636363636364
Montpelier,IN,7,2188.0,312.5714285714285714
Tonawanda,WA,18,5626.0,312.5555555555555556
Easton,QC,11,3437.0,312.4545454545454545
Rawlins,NU,9,2812.0,312.4444444444444444
Montpelier,MD,16,4998.0,312.3750000000000000
Del Rio,SK,7,2186.0,312.2857142857142857
Murfreesboro,QC,25,7806.0,312.2400000000000000
Layton,OK,9,2809.0,312.1111111111111111
Taunton,NU,10,3121.0,312.1000000000000000
Hutchinson,MN,6,1872.0,312.0000000000000000
Tupelo,RI,7,2184.0,312.0000000000000000
Norwalk,MA,12,3743.0,311.9166666666666667
Chino Hills,NT,11,3431.0,311.9090909090909091
Oakland,CA,6,1871.0,311.8333333333333333
Somersworth,BC,6,1871.0,311.8333333333333333
Fulton,CO,16,4989.0,311.8125000000000000
Valdez,ON,15,4677.0,311.8000000000000000
Coos Bay,IN,13,4053.0,311.7692307692307692
Scottsbluff,PA,8,2494.0,311.7500000000000000
Pullman,NM,11,3427.0,311.5454545454545455
South El Monte,AK,8,2492.0,311.5000000000000000
Norfolk,MB,17,5295.0,311.4705882352941176
Lawrence,IN,7,2180.0,311.4285714285714286
Elizabeth City,VT,15,4671.0,311.4000000000000000
Odessa,GA,7,2179.0,311.2857142857142857
Branson,ON,6,1867.0,311.1666666666666667
San Clemente,IL,8,2488.0,311.0000000000000000
Irvine,OR,8,2487.0,310.8750000000000000
Rawlins,CA,8,2487.0,310.8750000000000000
Homer,AB,14,4352.0,310.8571428571428571
San Bernardino,MB,28,8701.0,310.7500000000000000
Rosemead,MN,12,3729.0,310.7500000000000000
Boise,PE,8,2486.0,310.7500000000000000
San Mateo,IL,13,4039.0,310.6923076923076923
Moline,OH,8,2485.0,310.6250000000000000
East St. Louis,NC,8,2485.0,310.6250000000000000
Seattle,SK,6,1863.0,310.5000000000000000
Lodi,GA,8,2483.0,310.3750000000000000
Niagara Falls,NE,14,4344.0,310.2857142857142857
Saint Cloud,PE,8,2482.0,310.2500000000000000
Sonoma,MB,8,2482.0,310.2500000000000000
Guthrie,AB,6,1861.0,310.1666666666666667
Kennesaw,NB,15,4652.0,310.1333333333333333
Norfolk,AZ,8,2481.0,310.1250000000000000
Asbury Park,LA,7,2170.0,310.0000000000000000
Douglas,NS,7,2170.0,310.0000000000000000
Oneonta,WY,8,2479.0,309.8750000000000000
Saipan,NL,6,1859.0,309.8333333333333333
Hutchinson,WY,9,2788.0,309.7777777777777778
Wichita Falls,ME,8,2478.0,309.7500000000000000
St. Marys,QC,13,4026.0,309.6923076923076923
Palmdale,ME,9,2787.0,309.6666666666666667
Paramount,AB,8,2477.0,309.6250000000000000
Evansville,NB,15,4642.0,309.4666666666666667
Deadwood,PE,9,2785.0,309.4444444444444444
Idaho Springs,NB,10,3094.0,309.4000000000000000
Bandon,VT,9,2784.0,309.3333333333333333
Logan,NC,16,4948.0,309.2500000000000000
Hastings,BC,6,1855.0,309.1666666666666667
Winston-Salem,CT,13,4019.0,309.1538461538461538
Chico,MT,7,2163.0,309.0000000000000000
Newburyport,BC,14,4325.0,308.9285714285714286
Fallon,NE,11,3398.0,308.9090909090909091
Huntington Beach,AB,14,4324.0,308.8571428571428571
McAlester,WA,7,2162.0,308.8571428571428571
La Mirada,AB,13,4015.0,308.8461538461538462
Providence,WI,8,2470.0,308.7500000000000000
Waterloo,PE,8,2470.0,308.7500000000000000
Grafton,PE,7,2161.0,308.7142857142857143
Attleboro,QC,14,4322.0,308.7142857142857143
Texas City,MN,7,2161.0,308.7142857142857143
Glen Cove,DE,10,3087.0,308.7000000000000000
Auburn,VT,6,1852.0,308.6666666666666667
East Rutherford,GA,6,1852.0,308.6666666666666667
Jeffersonville,NT,7,2160.0,308.5714285714285714
Winnemucca,AZ,6,1851.0,308.5000000000000000
Salem,MS,7,2159.0,308.4285714285714286
Frisco,SK,8,2467.0,308.3750000000000000
College Park,DE,12,3700.0,308.3333333333333333
Twin Falls,OK,6,1850.0,308.3333333333333333
Deadwood,NT,9,2775.0,308.3333333333333333
Belpre,DC,8,2466.0,308.2500000000000000
Frankfort,KY,8,2466.0,308.2500000000000000
Marlborough,NU,11,3390.0,308.1818181818181818
Henderson,KS,18,5547.0,308.1666666666666667
Thibodaux,NJ,7,2157.0,308.1428571428571429
Jeannette,HI,8,2465.0,308.1250000000000000
Newcastle,NY,13,4004.0,308.0000000000000000
Fond du Lac,YT,16,4927.0,307.9375000000000000
Oneonta,NV,13,4003.0,307.9230769230769231
Carson City,AB,13,4003.0,307.9230769230769231
Duarte,WA,6,1847.0,307.8333333333333333
Lansing,NU,6,1847.0,307.8333333333333333
Port Arthur,ME,8,2462.0,307.7500000000000000
Rohnert Park,NM,8,2462.0,307.7500000000000000
Whittier,NL,18,5539.0,307.7222222222222222
Mission Viejo,NT,18,5538.0,307.6666666666666667
Ephraim,UT,9,2769.0,307.6666666666666667
Morgantown,WI,8,2461.0,307.6250000000000000
Jonesboro,FL,8,2461.0,307.6250000000000000
Murrieta,AB,8,2461.0,307.6250000000000000
Santa Fe Springs,AB,10,3076.0,307.6000000000000000
Newport Beach,NU,10,3076.0,307.6000000000000000
Fitchburg,HI,17,5229.0,307.5882352941176471
Palo Alto,SD,7,2153.0,307.5714285714285714
Agat,NV,6,1845.0,307.5000000000000000
Tampa,MD,8,2460.0,307.5000000000000000
Glens Falls,WI,7,2152.0,307.4285714285714286
Owensboro,NM,8,2459.0,307.3750000000000000
Holyoke,BC,12,3688.0,307.3333333333333333
Laguna Woods,UT,7,2150.0,307.1428571428571429
Akron,KY,8,2457.0,307.1250000000000000
Covington,UT,8,2457.0,307.1250000000000000
Clearwater,WV,17,5219.0,307.0000000000000000
Martinsburg,NV,6,1842.0,307.0000000000000000
Dunkirk,PE,16,4912.0,307.0000000000000000
Trenton,NS,9,2763.0,307.0000000000000000
Gatlinburg,MB,15,4604.0,306.9333333333333333
Valdosta,RI,10,3068.0,306.8000000000000000
Tucson,NB,14,4295.0,306.7857142857142857
Uniontown,DC,6,1840.0,306.6666666666666667
Asheville,WV,6,1840.0,306.6666666666666667
Temple City,AB,9,2760.0,306.6666666666666667
Attleboro,NT,11,3373.0,306.6363636363636364
West Springfield,SK,11,3373.0,306.6363636363636364
Fredericksburg,NT,13,3986.0,306.6153846153846154
Merced,QC,10,3066.0,306.6000000000000000
Opelousas,NT,12,3679.0,306.5833333333333333
Augusta,NL,7,2146.0,306.5714285714285714
Manitowoc,PA,6,1839.0,306.5000000000000000
Arcadia,TN,6,1839.0,306.5000000000000000
Waltham,MI,16,4904.0,306.5000000000000000
New London,NL,11,3371.0,306.4545454545454545
Lynn,WY,11,3369.0,306.2727272727272727
Myrtle Beach,NL,8,2450.0,306.2500000000000000
Wilson,MN,12,3675.0,306.2500000000000000
Gilette,NU,16,4900.0,306.2500000000000000
Roanoke,KS,21,6431.0,306.2380952380952381
Plainfield,MB,6,1837.0,306.1666666666666667
Fort Collins,WI,6,1837.0,306.1666666666666667
Plantation,IL,6,1836.0,306.0000000000000000
New Orleans,AB,10,3060.0,306.0000000000000000
Phenix City,ON,9,2754.0,306.0000000000000000
Easthampton,NL,14,4284.0,306.0000000000000000
Middletown,RI,17,5202.0,306.0000000000000000
Covington,NS,9,2753.0,305.8888888888888889
Lahaina,NS,11,3364.0,305.8181818181818182
New Bedford,AB,10,3057.0,305.7000000000000000
Bessemer,WY,6,1834.0,305.6666666666666667
Cleveland,PE,6,1834.0,305.6666666666666667
International Falls,NH,11,3362.0,305.6363636363636364
Stillwater,NL,10,3056.0,305.6000000000000000
St. Marys,ON,8,2444.0,305.5000000000000000
Cambridge,OH,7,2138.0,305.4285714285714286
Aliso Viejo,SK,23,7024.0,305.3913043478260870
Sitka,CA,8,2443.0,305.3750000000000000
Lafayette,YT,8,2443.0,305.3750000000000000
North Charleston,MA,20,6107.0,305.3500000000000000
Clearwater,YT,15,4579.0,305.2666666666666667
Davenport,MI,12,3663.0,305.2500000000000000
Jenks,QC,9,2747.0,305.2222222222222222
Parker,PA,8,2441.0,305.1250000000000000
Ames,WA,8,2441.0,305.1250000000000000
Billings,SK,21,6407.0,305.0952380952380952
Green River,NS,11,3356.0,305.0909090909090909
Joliet,NH,8,2440.0,305.0000000000000000
Winnemucca,OK,6,1830.0,305.0000000000000000
Davis,MT,6,1830.0,305.0000000000000000
Raleigh,NY,8,2439.0,304.8750000000000000
Kingston,VT,12,3658.0,304.8333333333333333
Signal Hill,BC,6,1827.0,304.5000000000000000
Marietta,PE,11,3349.0,304.4545454545454545
Lomita,CA,11,3349.0,304.4545454545454545
Brea,QC,10,3043.0,304.3000000000000000
North Tonawanda,MB,7,2130.0,304.2857142857142857
Sunbury,NJ,10,3042.0,304.2000000000000000
Sanford,BC,10,3042.0,304.2000000000000000
Coos Bay,AB,6,1825.0,304.1666666666666667
Rancho Palos Verdes,NS,18,5475.0,304.1666666666666667
Peabody,VT,12,3649.0,304.0833333333333333
Topeka,SK,12,3648.0,304.0000000000000000
Schaumburg,VA,6,1824.0,304.0000000000000000
Syracuse,NU,10,3040.0,304.0000000000000000
Port Orford,MI,12,3648.0,304.0000000000000000
Portsmouth,OR,8,2432.0,304.0000000000000000
Warwick,HI,10,3039.0,303.9000000000000000
Irving,CT,8,2431.0,303.8750000000000000
Hermosa Beach,BC,8,2430.0,303.7500000000000000
Scottsdale,BC,7,2125.0,303.5714285714285714
Farrell,BC,18,5463.0,303.5000000000000000
Pittsfield,IN,9,2731.0,303.4444444444444444
Fresno,LA,15,4550.0,303.3333333333333333
The Dalles,HI,8,2426.0,303.2500000000000000
Mentor,QC,10,3032.0,303.2000000000000000
Hickory,AK,12,3638.0,303.1666666666666667
Savannah,MA,7,2122.0,303.1428571428571429
Cape Girardeau,NL,14,4244.0,303.1428571428571429
Fairfield,NL,6,1818.0,303.0000000000000000
Jeffersonville,NU,7,2120.0,302.8571428571428571
Hamilton,IL,10,3028.0,302.8000000000000000
Salt Lake City,AZ,9,2725.0,302.7777777777777778
Radford,BC,12,3632.0,302.6666666666666667
New Albany,MB,12,3631.0,302.5833333333333333
Benton Harbor,NT,28,8472.0,302.5714285714285714
Parker,MA,6,1815.0,302.5000000000000000
Eureka,ON,11,3326.0,302.3636363636363636
Vail,ID,7,2116.0,302.2857142857142857
Menomonee Falls,NH,15,4533.0,302.2000000000000000
Jacksonville,MB,7,2115.0,302.1428571428571429
West Covina,WY,12,3625.0,302.0833333333333333
Temecula,NU,7,2114.0,302.0000000000000000
Beloit,BC,6,1812.0,302.0000000000000000
Parkersburg,MB,11,3321.0,301.9090909090909091
Durant,NU,9,2717.0,301.8888888888888889
New Iberia,AK,8,2415.0,301.8750000000000000
Gallup,NB,12,3621.0,301.7500000000000000
Frankfort,NT,20,6035.0,301.7500000000000000
New Madrid,VA,11,3319.0,301.7272727272727273
Rancho Palos Verdes,NL,6,1810.0,301.6666666666666667
Chico,AL,6,1810.0,301.6666666666666667
Keene,TX,10,3016.0,301.6000000000000000
Brown Deer,NC,7,2111.0,301.5714285714285714
Paducah,NM,9,2714.0,301.5555555555555556
Los Angeles,BC,13,3920.0,301.5384615384615385
Warren,NM,8,2412.0,301.5000000000000000
Orem,NV,11,3316.0,301.4545454545454545
San Clemente,NL,9,2713.0,301.4444444444444444
Clairton,YT,7,2110.0,301.4285714285714286
Plantation,WA,8,2411.0,301.3750000000000000
Garden Grove,NJ,8,2411.0,301.3750000000000000
Bremerton,ON,7,2108.0,301.1428571428571429
Boston,NV,19,5720.0,301.0526315789473684
Arcadia,IL,6,1806.0,301.0000000000000000
Hattiesburg,NL,13,3913.0,301.0000000000000000
Poughkeepsie,DC,12,3611.0,300.9166666666666667
Natchez,WY,13,3911.0,300.8461538461538462
Berlin,CO,14,4211.0,300.7857142857142857
Boulder Junction,NS,10,3006.0,300.6000000000000000
Carbondale,MO,8,2404.0,300.5000000000000000
Agawam,HI,11,3305.0,300.4545454545454545
Aberdeen,NC,8,2403.0,300.3750000000000000
Philadelphia,CA,8,2403.0,300.3750000000000000
Geneva,AK,9,2703.0,300.3333333333333333
Vermillion,NE,8,2402.0,300.2500000000000000
Green Bay,IN,11,3302.0,300.1818181818181818
Plainfield,IN,13,3902.0,300.1538461538461538
Charlotte,MT,8,2401.0,300.1250000000000000
Sacramento,LA,11,3300.0,300.0000000000000000
Tacoma,SK,16,4799.0,299.9375000000000000
Midland,RI,7,2099.0,299.8571428571428571
East Rutherford,NS,6,1799.0,299.8333333333333333
Montgomery,CT,16,4797.0,299.8125000000000000
Portland,AL,7,2098.0,299.7142857142857143
Ogdensburg,AB,13,3896.0,299.6923076923076923
Stillwater,MI,6,1798.0,299.6666666666666667
Auburn Hills,MB,17,5093.0,299.5882352941176471
Blythe,NU,7,2097.0,299.5714285714285714
Thousand Oaks,AK,12,3594.0,299.5000000000000000
Ketchikan,QC,8,2396.0,299.5000000000000000
Cerritos,AK,6,1797.0,299.5000000000000000
Rock Island,ID,7,2096.0,299.4285714285714286
Pullman,NL,12,3593.0,299.4166666666666667
Glendora,AB,10,2994.0,299.4000000000000000
La Verne,VT,10,2993.0,299.3000000000000000
Gallup,AL,7,2095.0,299.2857142857142857
West Springfield,PA,8,2394.0,299.2500000000000000
Wynne,NY,8,2394.0,299.2500000000000000
Sioux Falls,YT,14,4188.0,299.1428571428571429
Princeton,NU,8,2393.0,299.1250000000000000
Palo Alto,NU,10,2990.0,299.0000000000000000
Texarkana,AB,15,4483.0,298.8666666666666667
Casper,AB,7,2092.0,298.8571428571428571
Normal,NT,8,2390.0,298.7500000000000000
Terre Haute,AZ,11,3286.0,298.7272727272727273
Redding,MT,7,2091.0,298.7142857142857143
Redlands,BC,9,2688.0,298.6666666666666667
Saint Paul,WY,8,2389.0,298.6250000000000000
Arcadia,NE,7,2090.0,298.5714285714285714
Tyler,MD,11,3284.0,298.5454545454545455
Bowling Green,BC,10,2985.0,298.5000000000000000
Aliso Viejo,CT,9,2685.0,298.3333333333333333
Costa Mesa,WY,10,2983.0,298.3000000000000000
San Antonio,NJ,15,4474.0,298.2666666666666667
Olympia,MB,14,4175.0,298.2142857142857143
Waukegan,NU,16,4769.0,298.0625000000000000
Fairmont,NT,6,1788.0,298.0000000000000000
Dothan,ON,22,6556.0,298.0000000000000000
Lake Charles,WY,10,2980.0,298.0000000000000000
Port Huron,BC,25,7444.0,297.7600000000000000
Richmond,NS,15,4466.0,297.7333333333333333
Yuma,PE,18,5358.0,297.6666666666666667
Revere,NL,20,5944.0,297.2000000000000000
Minneapolis,NH,7,2080.0,297.1428571428571429
Idabel,NU,6,1782.0,297.0000000000000000
Berkeley,AB,19,5643.0,297.0000000000000000
Walnut,SK,15,4455.0,297.0000000000000000
Barre,HI,11,3267.0,297.0000000000000000
South Bend,NB,15,4455.0,297.0000000000000000
New Orleans,PE,10,2969.0,296.9000000000000000
Nashua,CT,6,1781.0,296.8333333333333333
San Dimas,PE,21,6232.0,296.7619047619047619
San Fernando,UT,8,2374.0,296.7500000000000000
Chickasha,DC,12,3559.0,296.5833333333333333
Atlantic City,VT,7,2076.0,296.5714285714285714
New Rochelle,RI,8,2372.0,296.5000000000000000
Roanoke,AL,6,1778.0,296.3333333333333333
Allentown,NB,7,2074.0,296.2857142857142857
Ithaca,DE,11,3259.0,296.2727272727272727
West Allis,NB,8,2369.0,296.1250000000000000
Fallon,NJ,7,2072.0,296.0000000000000000
Basin,QC,9,2664.0,296.0000000000000000
Nichols Hills,KY,8,2367.0,295.8750000000000000
Hope,WA,8,2365.0,295.6250000000000000
Des Moines,SK,18,5321.0,295.6111111111111111
Oak Ridge,SC,9,2660.0,295.5555555555555556
Memphis,AB,6,1773.0,295.5000000000000000
Muncie,DE,7,2068.0,295.4285714285714286
Bismarck,OR,18,5317.0,295.3888888888888889
Hayward,NU,6,1772.0,295.3333333333333333
Fairfield,BC,19,5610.0,295.2631578947368421
Benton Harbor,NU,8,2362.0,295.2500000000000000
Yukon,IA,6,1770.0,295.0000000000000000
Elmira,CT,11,3244.0,294.9090909090909091
Suffolk,ID,7,2064.0,294.8571428571428571
Asheville,NH,16,4717.0,294.8125000000000000
Jefferson City,LA,16,4716.0,294.7500000000000000
Cohoes,MB,12,3535.0,294.5833333333333333
Redlands,QC,6,1767.0,294.5000000000000000
Boise,ND,12,3533.0,294.4166666666666667
DeKalb,NB,6,1766.0,294.3333333333333333
Nenana,NS,12,3532.0,294.3333333333333333
Tupelo,IL,7,2060.0,294.2857142857142857
Richland,AB,11,3237.0,294.2727272727272727
College Park,ON,9,2647.0,294.1111111111111111
Odessa,NS,6,1764.0,294.0000000000000000
Wisconsin Rapids,NV,9,2646.0,294.0000000000000000
Truth or Consequences,NS,17,4997.0,293.9411764705882353
Tamuning,WY,7,2057.0,293.8571428571428571
Mandan,TX,7,2057.0,293.8571428571428571
Oshkosh,NE,7,2057.0,293.8571428571428571
Batavia,AK,6,1763.0,293.8333333333333333
Keene,NT,6,1763.0,293.8333333333333333
Peru,NU,6,1762.0,293.6666666666666667
Stafford,QC,6,1761.0,293.5000000000000000
San Jose,QC,8,2348.0,293.5000000000000000
Lawndale,VA,6,1761.0,293.5000000000000000
Gloucester,NJ,8,2347.0,293.3750000000000000
Saipan,IA,11,3227.0,293.3636363636363636
Holyoke,NB,6,1760.0,293.3333333333333333
Macomb,PE,7,2053.0,293.2857142857142857
Corry,IN,15,4399.0,293.2666666666666667
Salt Lake City,NB,12,3519.0,293.2500000000000000
Kalamazoo,CA,10,2932.0,293.2000000000000000
Merizo,NY,6,1758.0,293.0000000000000000
Greensboro,OH,8,2344.0,293.0000000000000000
Waycross,AK,16,4686.0,292.8750000000000000
Bridgeport,OR,6,1757.0,292.8333333333333333
Kokomo,CO,6,1757.0,292.8333333333333333
Casper,AL,6,1757.0,292.8333333333333333
Bellingham,KY,6,1757.0,292.8333333333333333
Logan,PE,14,4098.0,292.7142857142857143
Lima,NT,10,2927.0,292.7000000000000000
Klamath Falls,NL,9,2634.0,292.6666666666666667
Waukegan,SC,8,2341.0,292.6250000000000000
Benton Harbor,NV,7,2048.0,292.5714285714285714
Gastonia,SC,7,2048.0,292.5714285714285714
San Juan Capistrano,MT,14,4095.0,292.5000000000000000
Batavia,NL,9,2631.0,292.3333333333333333
Ypsilanti,SK,7,2046.0,292.2857142857142857
Enfield,SK,6,1753.0,292.1666666666666667
Bellingham,ON,6,1753.0,292.1666666666666667
Minot,WV,7,2045.0,292.1428571428571429
Pittsburgh,WI,10,2921.0,292.1000000000000000
Nome,NS,8,2336.0,292.0000000000000000
Hutchinson,SK,6,1752.0,292.0000000000000000
Los Angeles,AB,8,2336.0,292.0000000000000000
Torrance,WY,6,1752.0,292.0000000000000000
Ada,YT,9,2627.0,291.8888888888888889
Parker,DC,10,2918.0,291.8000000000000000
Farmer City,PE,10,2918.0,291.8000000000000000
Bowling Green,FL,6,1749.0,291.5000000000000000
Temecula,OR,7,2040.0,291.4285714285714286
Memphis,AK,7,2040.0,291.4285714285714286
Oneonta,WV,6,1748.0,291.3333333333333333
Belpre,DE,6,1748.0,291.3333333333333333
Butte,MA,13,3787.0,291.3076923076923077
Helena,PE,11,3203.0,291.1818181818181818
Peru,NY,7,2038.0,291.1428571428571429
Port Huron,YT,6,1745.0,290.8333333333333333
Nenana,NL,8,2326.0,290.7500000000000000
Selma,AB,17,4942.0,290.7058823529411765
